date,time,username,wrist,activity,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z
30/6/17,20:36:0:590214014,viktor,0,1,2.627,-0.6773,-0.3661,2.4893,-0.8685,-1.9365
30/6/17,20:36:0:789623022,viktor,0,1,-0.3455,-0.4868,0.0943,-0.857,-0.2201,2.4776
30/6/17,20:36:0:990336000,viktor,0,1,1.5632,-0.4641,-0.5788,-1.3359,0.9971,0.8176
30/6/17,20:36:1:190217971,viktor,0,1,0.0206,0.7541,-0.1025,0.3689,0.2122,-1.4397
30/6/17,20:36:1:390236973,viktor,0,1,2.7095,-1.083,-0.4547,2.169,-1.5088,-1.9889
30/6/17,20:36:1:590216994,viktor,0,1,-0.4477,-0.4633,0.1947,-0.8889,-0.5673,2.4299
30/6/17,20:36:1:789467990,viktor,0,1,1.0844,-0.2524,-0.7184,-0.7688,1.9376,1.0253
30/6/17,20:36:1:990204989,viktor,0,1,0.0375,0.7257,-0.1868,0.8752,-0.1611,-2.0778
30/6/17,20:36:2:189414024,viktor,0,1,2.8818,-0.7261,-0.0546,1.8913,0.0253,-2.7665
30/6/17,20:36:2:390504002,viktor,0,1,-0.3932,-0.5626,0.174,-0.3885,-0.2295,1.4401
30/6/17,20:36:2:590255022,viktor,0,1,1.5817,-0.6067,-0.5184,-1.7554,1.0618,2.0087
30/6/17,20:36:2:789734005,viktor,0,1,0.2831,0.6609,-0.1,1.0504,-0.5324,-1.6174
30/6/17,20:36:2:990064978,viktor,0,1,2.7903,-0.8052,-0.5299,1.7319,-0.4128,-3.5172
30/6/17,20:36:3:190199971,viktor,0,1,-0.3064,-0.9323,0.2594,-1.3525,0.3259,1.7348
30/6/17,20:36:3:390209019,viktor,0,1,2.492,-0.6335,-0.6206,-0.7327,0.7805,2.239
30/6/17,20:36:3:590188026,viktor,0,1,0.1036,0.8475,-0.147,0.793,-0.4515,-2.1872
30/6/17,20:36:3:789452016,viktor,0,1,3.3077,-0.8766,-0.3214,1.0797,-1.6107,-3.0776
30/6/17,20:36:3:990297973,viktor,0,1,-0.4,-0.602,0.2442,0.4431,-0.543,0.8538
30/6/17,20:36:4:190446019,viktor,0,1,1.8901,-0.3418,-0.5641,-0.8624,0.0579,1.5613
30/6/17,20:36:4:389599978,viktor,0,1,0.2248,0.733,-0.1192,0.638,-0.3596,-1.9243
30/6/17,20:36:4:590210020,viktor,0,1,1.858,-0.7646,-0.4637,0.6001,-0.5724,-3.375
30/6/17,20:36:23:722128987,viktor,0,1,-0.2623,-0.6538,0.3171,-0.04,0.0304,1.6833
30/6/17,20:36:23:922644019,viktor,0,1,0.1149,0.9208,-0.1648,0.1474,0.4501,-0.9355
30/6/17,20:36:24:122636020,viktor,0,1,3.3095,-0.8778,-0.2967,1.9599,-2.0781,-2.886
30/6/17,20:36:24:322750985,viktor,0,1,-0.4255,-0.686,0.2512,0.3862,-0.666,1.7382
30/6/17,20:36:24:521961987,viktor,0,1,2.0017,-0.8094,-1,-0.5088,-1.1736,2.3007
30/6/17,20:36:24:722672998,viktor,0,1,0.2962,0.7564,-0.1415,0.1246,1.8214,-1.4219
30/6/17,20:36:24:922967016,viktor,0,1,2.647,-1.036,-0.6667,1.466,-1.8007,-3.0734
30/6/17,20:36:25:122628986,viktor,0,1,-0.5148,-0.4333,0.1438,1.2612,-0.7606,0.1666
30/6/17,20:36:25:322625994,viktor,0,1,2.4838,-1.2419,-1.0938,-0.6586,0.3012,2.2873
30/6/17,20:36:25:521920025,viktor,0,1,0.0885,0.7311,-0.142,-0.2768,0.1514,-1.2328
30/6/17,20:36:25:722630023,viktor,0,1,2.6859,-0.9184,-0.5793,1.5632,-1.0015,-2.7486
30/6/17,20:36:25:922695994,viktor,0,1,-0.5675,-0.3858,0.2005,0.6772,-0.744,0.8198
30/6/17,20:36:26:122578978,viktor,0,1,2.5379,-1.5497,-1.0846,-1.0716,1.3003,1.6397
30/6/17,20:36:26:322628021,viktor,0,1,-0.0037,1.049,-0.1534,-0.318,0.4696,-1.0838
30/6/17,20:36:26:521911978,viktor,0,1,2.9216,-0.9571,-0.5361,1.6961,-0.6603,-2.9067
30/6/17,20:36:26:722679018,viktor,0,1,-0.3309,-0.6255,0.0737,0.4143,-0.4144,0.2581
30/6/17,20:36:26:922634005,viktor,0,1,2.9944,-1.0018,-0.9018,-0.7284,-1.2616,2.4689
30/6/17,20:36:27:122635006,viktor,0,1,0.0733,1.0287,-0.2347,0.2765,0.3702,-1.2135
30/6/17,20:36:27:322619020,viktor,0,1,3.0602,-0.8299,-0.8612,0.6415,-1.9235,-3.2966
30/6/17,20:36:27:521669983,viktor,0,1,-0.2425,-0.6864,0.2781,-0.1987,-1.5908,1.0648
30/6/17,20:36:27:722927987,viktor,0,1,1.8179,-0.8541,-1.3728,1.0404,-1.5686,2.6432
30/6/17,20:36:27:922685980,viktor,0,1,0.0647,0.9939,-0.427,0.173,1.2092,-1.4419
30/6/17,20:36:28:122623026,viktor,0,1,3.8431,-1.1822,-0.7579,0.6684,-0.8579,-2.8429
30/6/17,20:36:28:322618007,viktor,0,1,-0.3959,-0.3369,0.1996,1.3168,-0.7298,0.4579
30/6/17,20:36:28:522183001,viktor,0,1,2.2587,-1.009,-0.8496,-0.9281,0.128,2.1055
30/6/17,20:36:28:722783982,viktor,0,1,0.3506,1.0047,-0.2136,-1.0619,0.8082,-0.0257
30/6/17,20:36:28:922864973,viktor,0,1,3.0571,-0.3707,-0.5357,2.1828,-0.3096,-3.3448
30/6/17,20:36:29:122628986,viktor,0,1,-0.2391,-0.5706,0.1469,1.0109,-0.2408,0.1076
30/6/17,20:36:29:322713971,viktor,0,1,2.514,-0.8755,-0.5217,-0.6791,1.0911,3.8249
30/6/17,20:36:29:522386014,viktor,0,1,0.3737,1.0798,-0.317,-0.8782,0.4104,-0.4265
30/6/17,20:36:29:722627997,viktor,0,1,2.7195,-0.1281,-0.3843,2.0944,0.3003,-1.6015
30/6/17,20:36:29:923035979,viktor,0,1,-0.1912,-0.3584,0.0508,0.9534,-0.602,0.7696
30/6/17,20:36:30:122624993,viktor,0,1,2.2904,-1.3012,-0.5302,-1.7653,3.6325,3.5509
30/6/17,20:36:30:322681009,viktor,0,1,0.3589,0.9328,-0.1869,-0.5841,0.1987,-0.771
30/6/17,20:36:30:522279024,viktor,0,1,3.5475,-0.6199,-0.1,2.1644,-0.7402,-3.1191
30/6/17,20:36:30:722576975,viktor,0,1,-0.5966,-0.4161,0.0755,1.3183,1.4889,1.0172
30/6/17,20:36:30:922639012,viktor,0,1,3.321,-1.0755,-0.2665,-1.8743,0.5156,1.9331
30/6/17,20:36:31:121999025,viktor,0,1,0.1055,0.9403,-0.2269,-0.0786,-0.1606,-1.495
30/6/17,20:36:31:322665989,viktor,0,1,3.2064,-0.366,-0.1395,1.8924,-0.4059,-2.1659
30/6/17,20:36:31:521912992,viktor,0,1,-0.4231,-0.3474,-0.029,0.9996,-0.8039,1.2153
30/6/17,20:36:31:722621023,viktor,0,1,3.2036,-0.9115,-0.5456,-1.9517,0.8727,0.8553
30/6/17,20:36:31:922622025,viktor,0,1,0.071,0.9415,-0.148,-0.1426,0.7052,-0.6874
30/6/17,20:36:32:122618019,viktor,0,1,3.4464,-0.5653,-0.3016,1.4562,-2.6149,-2.123
30/6/17,20:36:32:323011994,viktor,0,1,-0.3888,-0.4642,0.1427,0.5839,-0.4906,1.6302
30/6/17,20:36:32:521902978,viktor,0,1,2.1328,-0.5928,-0.4868,-1.5346,0.4132,1.2937
30/6/17,20:36:32:722617983,viktor,0,1,0.0234,0.8069,-0.0888,-0.0756,0.657,-1.0908
30/6/17,20:36:32:922730028,viktor,0,1,3.1633,-0.9491,-0.3267,1.8137,-2.4493,-3.1093
30/6/17,20:36:33:122676014,viktor,0,1,-0.5412,-0.4169,0.1237,0.7391,-0.8433,1.2184
30/6/17,20:36:33:322614014,viktor,0,1,2.7751,-1.0689,-0.8597,-0.8814,0.0032,1.3247
30/6/17,20:36:33:521929025,viktor,0,1,0.0516,0.8735,-0.1416,-0.2062,0.1421,-1.8336
30/6/17,20:36:33:722607016,viktor,0,1,3.0552,-0.7449,-0.3178,1.1628,-0.7308,-1.8525
30/6/17,20:36:33:922613978,viktor,0,1,-0.3814,-0.4638,0.1365,0.5248,-0.4927,2.1793
30/6/17,20:36:34:122650027,viktor,0,1,0.8844,-0.5342,-0.9628,-1.2172,1.7194,1.3127
30/6/17,20:36:34:322602987,viktor,0,1,0.2414,0.7835,-0.157,0.2085,0.3932,-2.2702
30/6/17,20:37:1:173524022,viktor,0,1,2.7258,-1.0553,-0.4366,1.6739,-1.7194,-2.2456
30/6/17,20:37:1:373529016,viktor,0,1,-0.2485,-0.7869,0.3792,0.3181,-0.7243,1.8513
30/6/17,20:37:1:573535978,viktor,0,1,2.4816,-0.6141,-0.6396,-1.3135,1.4184,1.1067
30/6/17,20:37:1:773763000,viktor,0,1,0.0151,0.7959,-0.2068,0.4635,0.2006,-1.583
30/6/17,20:37:1:972774028,viktor,0,1,2.5498,-0.889,-0.2536,1.8496,-2.1971,-2.8366
30/6/17,20:37:2:173533976,viktor,0,1,-0.4253,-0.5791,0.4281,-0.1756,0.0973,2.0213
30/6/17,20:37:2:373601019,viktor,0,1,1.9587,-0.4579,-0.6461,-1.5169,1.3984,1.3578
30/6/17,20:37:2:573629975,viktor,0,1,0.057,0.5877,-0.1094,0.2246,-0.2783,-2.1774
30/6/17,20:37:2:773549020,viktor,0,1,2.3727,-0.6199,-0.5291,1.8748,-1.5391,-2.6564
30/6/17,20:37:2:972970008,viktor,0,1,-0.333,-0.5845,0.2864,-0.1808,0.3715,2.1617
30/6/17,20:37:3:173586010,viktor,0,1,1.8629,-0.5143,-0.6631,-1.5033,1.6833,1.4446
30/6/17,20:37:3:373525023,viktor,0,1,-0.0588,0.8786,-0.1098,0.3616,-0.1852,-1.9694
30/6/17,20:37:3:573580026,viktor,0,1,3.0173,-1.2551,-0.3531,1.0802,-1.0222,-2.0851
30/6/17,20:37:3:773521006,viktor,0,1,0.1407,-0.7514,0.1237,0.1335,-0.4171,2.104
30/6/17,20:37:3:972747027,viktor,0,1,1.3793,-0.42,-0.7547,-1.5275,2.5718,1.0823
30/6/17,20:37:4:173520982,viktor,0,1,0.2332,0.5468,-0.1843,0.8293,-0.5985,-2.6793
30/6/17,20:37:4:373688995,viktor,0,1,1.7294,-0.8369,-0.4003,0.5461,-0.3067,-1.6717
30/6/17,20:37:4:573504984,viktor,0,1,-0.1187,-0.7431,0.2354,-0.2666,-0.2016,2.8414
30/6/17,20:37:4:773567974,viktor,0,1,1.339,-0.3249,-0.6266,-1.4504,2.2207,0.9236
30/6/17,20:37:4:972819983,viktor,0,1,0.2101,0.5741,-0.1315,0.4455,-0.385,-2.3554
30/6/17,20:37:5:173610985,viktor,0,1,1.46,-1.0725,-0.4107,1.5279,-0.0189,-1.7571
30/6/17,20:37:5:373495995,viktor,0,1,0.127,-0.8137,0.1147,-0.9321,-0.5508,2.9797
30/6/17,20:37:5:573517978,viktor,0,1,0.9388,0.0341,-0.4231,-1.5764,1.9611,0.7115
30/6/17,20:37:5:773540019,viktor,0,1,0.2691,0.4861,-0.1794,1.0385,-0.8379,-2.2859
30/6/17,20:37:5:972751975,viktor,0,1,0.9935,-0.5425,-0.2921,1.9043,-0.5453,-1.0758
30/6/17,20:37:6:173521995,viktor,0,1,-0.0715,-0.7569,0.3088,-0.493,-0.1652,1.732
30/6/17,20:37:6:373543024,viktor,0,1,1.224,-0.3381,-0.5354,-2.1268,1.762,1.3184
30/6/17,20:37:6:573872983,viktor,0,1,0.408,0.4703,-0.1401,0.7445,-0.6818,-2.6236
30/6/17,20:37:6:773665010,viktor,0,1,1.0787,-0.74,-0.2684,2.3804,-0.7626,0.0446
30/6/17,20:37:6:972759008,viktor,0,1,0.0761,-0.9866,-0.0701,-1.6325,0.8589,3.4969
30/6/17,20:37:7:173582971,viktor,0,1,0.8701,0.4501,-0.3575,-0.8042,0.8556,0.209
30/6/17,20:37:7:374458014,viktor,0,1,1.9043,0.0692,-0.3406,0.9687,0.1914,-1.8672
30/6/17,20:37:7:573853015,viktor,0,1,0.0021,-0.6182,-0.0858,1.6112,-0.9798,0.8345
30/6/17,20:37:7:773564994,viktor,0,1,1.8615,-1.0738,-0.3941,-1.7695,2.5014,3.6187
30/6/17,20:37:7:972855985,viktor,0,1,0.3049,0.6504,-0.3519,-0.7763,0.9284,-0.3494
30/6/17,20:37:8:173498988,viktor,0,1,2.7903,-0.1497,-0.4471,1.734,0.3574,-1.8588
30/6/17,20:37:8:373520016,viktor,0,1,0.1378,-0.498,-0.0914,1.4419,-1.3001,0.8789
30/6/17,20:37:8:573656976,viktor,0,1,2.4456,-1.5694,-0.8289,-0.6383,1.107,2.8814
30/6/17,20:37:8:773563981,viktor,0,1,0.2609,0.921,-0.4986,-0.3645,1.353,0.381
30/6/17,20:37:8:972590029,viktor,0,1,2.9779,-0.2855,-0.6568,-0.083,0.2848,-1.9919
30/6/17,20:37:9:173529028,viktor,0,1,-0.3134,-0.4665,0.0177,2.0196,-0.5357,-0.1258
30/6/17,20:37:9:373520016,viktor,0,1,2.1224,-1.1224,-0.3451,-2.1148,3.1223,3.8648
30/6/17,20:37:9:573584020,viktor,0,1,0.2756,1.0395,-0.4076,-0.8703,-0.6097,-0.4303
30/6/17,20:37:9:773576974,viktor,0,1,2.3353,-0.048,-1.0435,1.4847,0.0446,-3.4221
30/6/17,20:37:9:972751975,viktor,0,1,0.5261,-0.6665,-0.4961,1.3273,-4.4403,-1.5054
30/6/17,20:37:10:172726988,viktor,0,1,0.2743,-0.5922,-1.1181,-0.1525,0.8808,2.5744
30/6/17,20:37:10:373670995,viktor,0,1,0.0695,0.3805,-0.5371,0.2356,-3.553,-0.4945
30/6/17,20:37:10:573521018,viktor,0,1,-0.3189,0.007,-1.5999,-0.6201,1.1612,-0.7492
30/6/17,20:37:10:773519992,viktor,0,1,-0.3257,-0.4236,-0.5247,-0.2301,-1.0401,0.2773
30/6/17,20:37:10:972751021,viktor,0,1,-0.5748,-0.0874,-1.4373,0.4229,0.7987,1.0972
30/6/17,20:37:11:173524022,viktor,0,1,-0.1025,0.0304,-0.1536,-0.9211,0.4817,-0.5161
30/6/17,20:37:11:373237013,viktor,0,1,0.3203,-0.2195,-1.4058,0.7184,6.1208,0.8544
30/6/17,20:37:11:573597013,viktor,0,1,0.4189,-0.5354,-0.1984,-1.96,1.2817,3.2976
30/6/17,20:37:11:773514986,viktor,0,1,1.1146,0.0362,-0.2574,-1.7756,0.8273,-0.0332
30/6/17,20:37:26:990844011,viktor,0,1,1.0438,0.3317,-0.3159,1.1136,-0.8272,-2.837
30/6/17,20:37:27:190899014,viktor,0,1,-0.0837,-0.8015,0.1913,-0.1887,-0.6106,2.6337
30/6/17,20:37:27:390886008,viktor,0,1,1.242,-0.106,-0.4097,-1.6201,1.6414,0.5729
30/6/17,20:37:27:590945005,viktor,0,1,0.1398,0.4816,-0.1442,1.2229,-0.2042,-2.5004
30/6/17,20:37:27:790283977,viktor,0,1,0.9641,-0.7592,-0.1805,1.3322,-1.0884,-1.8121
30/6/17,20:37:27:990750014,viktor,0,1,0.0432,-0.9571,0.1377,-0.2474,-0.278,3.524
30/6/17,20:37:28:190899014,viktor,0,1,1.039,0.0878,-0.4872,-1.0459,1.864,0.5939
30/6/17,20:37:28:390825986,viktor,0,1,0.4535,0.3266,-0.1711,0.8275,-0.2537,-2.7444
30/6/17,20:37:28:590826988,viktor,0,1,1.0079,-0.8009,-0.3288,1.6185,-0.8709,-0.7078
30/6/17,20:37:28:790130972,viktor,0,1,0.0327,-1.0758,0.1243,-0.9727,0.4041,3.8806
30/6/17,20:37:28:990832984,viktor,0,1,0.755,0.3673,-0.4242,-1.3277,2.0715,0.404
30/6/17,20:37:29:190836012,viktor,0,1,1.0142,0.1064,-0.275,1.0334,0.1158,-3.7009
30/6/17,20:37:29:391134023,viktor,0,1,0.0484,-0.6018,-0.0343,1.5958,-0.4187,0.5686
30/6/17,20:37:29:590933024,viktor,0,1,1.7403,-1.2019,-0.4046,-1.175,0.5321,3.6468
30/6/17,20:37:29:790241003,viktor,0,1,0.6584,0.3557,-0.4188,-0.9343,1.1634,0.0466
30/6/17,20:37:29:990815997,viktor,0,1,0.9993,0.1466,-0.3123,1.3455,0.5325,-2.9631
30/6/17,20:37:30:190903007,viktor,0,1,0.3953,-0.509,-0.1629,1.4762,-0.6697,0.6622
30/6/17,20:37:30:390996992,viktor,0,1,1.1217,-1.3361,-0.3456,-0.7273,0.6827,4.2473
30/6/17,20:37:30:590879023,viktor,0,1,0.6997,0.2242,-0.3943,-1.2545,1.6779,0.1386
30/6/17,20:37:30:790126979,viktor,0,1,1.0664,0.2415,-0.3508,1.3976,-0.2965,-3.1336
30/6/17,20:37:30:990985989,viktor,0,1,0.3068,-0.6203,-0.1119,1.7162,-0.4258,0.9653
30/6/17,20:37:31:190998017,viktor,0,1,1.4713,-1.562,-0.4403,-1.0807,1.4293,3.2195
30/6/17,20:37:31:390899002,viktor,0,1,0.6292,0.6249,-0.2878,-1.1792,1.533,-0.121
30/6/17,20:37:31:591114997,viktor,0,1,1.9154,0.1315,-0.4487,1.8161,1.0155,-1.7142
30/6/17,20:37:31:790120005,viktor,0,1,-0.0804,-0.4803,-0.0259,1.3551,-1.4937,1.5335
30/6/17,20:37:31:990896999,viktor,0,1,2.4931,-1.2744,-0.9603,-3.0777,1.5577,1.8666
30/6/17,20:37:32:190946996,viktor,0,1,0.3634,0.8928,-0.0882,0.0778,0.445,-0.4593
30/6/17,20:37:32:390502989,viktor,0,1,2.6343,-0.4409,-0.3954,2.4865,-1.6769,-2.5574
30/6/17,20:37:32:590981006,viktor,0,1,-0.5318,-0.4561,0.1078,1.0997,-1.0206,1.9095
30/6/17,20:37:32:790123999,viktor,0,1,2.5272,-1.3549,-0.8687,-1.2171,0.7217,1.5185
30/6/17,20:37:32:990830004,viktor,0,1,0.0953,0.7849,-0.1177,-0.6662,0.8776,-1.1163
30/6/17,20:37:33:190998971,viktor,0,1,3.9768,-0.8224,0.2887,2.9439,-1.5382,-3.0012
30/6/17,20:37:33:390817999,viktor,0,1,-0.2568,-0.5655,0.1879,0.7562,-1.486,1.8425
30/6/17,20:37:33:591139972,viktor,0,1,2.1685,-0.7135,-0.8711,0.0203,1.463,1.7565
30/6/17,20:37:33:790283024,viktor,0,1,0.0567,0.9338,-0.1131,-0.1234,0.7592,-1.7575
30/6/17,20:37:33:990857005,viktor,0,1,3.4922,-0.8759,-0.0249,2.7113,-1.8256,-3.0858
30/6/17,20:37:34:191015005,viktor,0,1,-0.4081,-0.6001,0.1388,0.5092,-0.6657,1.3777
30/6/17,20:37:34:390895009,viktor,0,1,2.0656,-0.6278,-0.7087,-1.5029,1.5729,2.0313
30/6/17,20:37:34:590817987,viktor,0,1,0.1993,0.767,-0.1014,0.2855,0.2402,-1.8586
30/6/17,20:37:34:790169000,viktor,0,1,2.4021,-1.16,-0.5817,1.9452,-2.2227,-2.5811
30/6/17,20:37:34:990867972,viktor,0,1,-0.6471,-0.3892,0.3105,0.2444,-0.5039,3.4228
30/6/17,20:37:35:191043019,viktor,0,1,1.2158,-0.2357,-0.7761,-1.1252,2.0714,1.0109
30/6/17,20:37:35:390884995,viktor,0,1,0.4389,0.4587,-0.2859,1.0696,0.1381,-3.0851
30/6/17,20:37:35:590822994,viktor,0,1,2.3342,-1.1927,-0.1832,0.3262,1.0855,-0.3322
30/6/17,20:37:35:790234982,viktor,0,1,-0.2721,-0.7267,0.3891,-0.1782,-0.1432,2.2779
30/6/17,20:37:35:990971982,viktor,0,1,1.1915,-0.3613,-0.6193,-1.2476,2.3046,0.6995
30/6/17,20:37:36:190815985,viktor,0,1,0.7728,0.1364,-0.2591,0.7868,-0.5583,-3.8964
30/6/17,20:37:36:390829026,viktor,0,1,1.0344,-0.9465,-0.2521,1.0705,-1.3237,-1.6463
30/6/17,20:37:36:590618014,viktor,0,1,1.1559,-1.2016,0.0213,-0.7338,-0.1247,3.4392
30/6/17,20:37:36:790117979,viktor,0,1,0.8811,0.6443,-0.3311,-1.5068,2.2136,1.4493
30/6/17,20:37:36:990939021,viktor,0,1,0.5728,0.1897,-0.1459,1.1862,-0.3528,-3.2934
30/6/17,20:37:37:190836012,viktor,0,1,0.4118,-0.723,-0.1569,1.3752,-0.3723,-0.5096
30/6/17,20:37:37:390817999,viktor,0,1,0.6632,-1.1519,0.0215,-1.2636,0.9617,4.1428
30/6/17,20:37:37:590819001,viktor,0,1,0.7776,0.3403,-0.5157,-1.6819,1.6401,0.6133
30/6/17,20:37:48:840381026,viktor,0,1,1.689,0.1919,-0.4366,1.3699,-0.5676,-3.3251
30/6/17,20:37:49:40332973,viktor,0,1,-0.4997,-0.3135,0.2069,0.8833,-1.1195,-0.1874
30/6/17,20:37:49:240328013,viktor,0,1,2.8426,-1.5056,-1.2242,-0.3643,1.4778,4.0166
30/6/17,20:37:49:439916014,viktor,0,1,0.0647,0.8642,-0.0904,-0.4497,-0.2494,-0.3857
30/6/17,20:37:49:639616012,viktor,0,1,3.9471,-1.4489,-1.0569,1.2529,1.8303,-1.2677
30/6/17,20:37:49:840393006,viktor,0,1,-0.2913,-0.5036,0.0577,1.0945,-2.4016,-0.1642
30/6/17,20:37:50:40443003,viktor,0,1,2.6285,-1.4767,-1.6718,0.0978,1.2167,2.8967
30/6/17,20:37:50:240342020,viktor,0,1,0.0173,0.9427,-0.1374,-0.6931,0.7425,0.0789
30/6/17,20:37:50:440491974,viktor,0,1,4.2558,-1.382,-0.877,1.3361,1.4094,-1.8844
30/6/17,20:37:50:639581024,viktor,0,1,-0.6675,-0.4936,0.1364,1.3136,-0.6938,0.3587
30/6/17,20:37:50:840331971,viktor,0,1,1.7113,-1.2661,-0.6069,-0.3532,1.9248,4.3169
30/6/17,20:37:51:40701985,viktor,0,1,0.4741,0.8796,-0.307,-0.3587,0.0506,-0.314
30/6/17,20:37:51:240390002,viktor,0,1,2.7221,-0.2531,-0.6573,1.1079,-1.2743,-2.8429
30/6/17,20:37:51:440315008,viktor,0,1,-0.8,-0.3435,0.32,1.3661,-1.2672,0.6031
30/6/17,20:37:51:639580011,viktor,0,1,1.983,-0.9472,-0.8461,-1.0115,0.7918,1.261
30/6/17,20:37:51:840398013,viktor,0,1,0.1278,0.6879,-0.1006,-0.524,-0.3818,-1.2741
30/6/17,20:37:52:40400981,viktor,0,1,2.7582,-0.8456,-0.5155,1.7273,0.1422,-1.204
30/6/17,20:37:52:239596009,viktor,0,1,-0.3959,-0.5116,0.3151,0.9983,-0.6986,0.5952
30/6/17,20:37:52:440317988,viktor,0,1,2.3766,-1.3025,-0.9504,-1.2664,1.911,2.0208
30/6/17,20:37:52:639406025,viktor,0,1,0.1925,0.721,-0.1251,-0.0128,-0.0226,-0.9811
30/6/17,20:37:52:840435028,viktor,0,1,2.4583,-1.4602,-0.5341,1.6222,-4.2439,-2.7242
30/6/17,20:37:53:40405988,viktor,0,1,-0.3613,-0.6314,0.2748,-0.505,0.2976,1.4287
30/6/17,20:37:53:240424990,viktor,0,1,2.5549,-0.7882,-0.747,-1.1052,0.6538,2.132
30/6/17,20:37:53:440409004,viktor,0,1,0.0626,0.813,-0.1992,0.0299,0.4748,-1.5892
30/6/17,20:37:53:639585018,viktor,0,1,2.8877,-0.9394,-0.262,1.6364,-3.1764,-2.9309
30/6/17,20:37:53:840403974,viktor,0,1,-0.4416,-0.6532,0.4106,0.8252,-0.8135,1.3614
30/6/17,20:37:54:40320992,viktor,0,1,1.6902,-1.006,-1.5219,-0.4185,1.0959,2.4109
30/6/17,20:37:54:240324974,viktor,0,1,0.076,0.7566,-0.4893,-1.1295,-1.4775,-2.0127
30/6/17,20:37:54:440953016,viktor,0,1,0.9564,-0.8189,-1.6745,-0.5198,-0.8157,-2.3843
30/6/17,20:37:54:639732003,viktor,0,1,-0.0066,-0.3243,-0.2275,0.8329,-0.5314,0.3346
30/6/17,20:37:54:840568006,viktor,0,1,1.0167,-0.958,-1.2896,0.3018,3.9394,3.4034
30/6/17,20:37:55:40390014,viktor,0,1,0.5211,1.3512,-0.359,0.0074,-0.4901,-1.706
30/6/17,20:37:55:240321993,viktor,0,1,2.3832,-1.0461,-0.8463,1.6315,-0.3554,-3.4667
30/6/17,20:37:55:440436005,viktor,0,1,-0.1565,-0.8425,0.3086,-0.2183,0.0392,2.7434
30/6/17,20:37:55:639639973,viktor,0,1,1.2393,-0.2011,-0.8838,-0.5785,1.8621,0.7832
30/6/17,20:37:55:840399026,viktor,0,1,0.3229,0.5239,-0.2426,-0.0129,0.2564,-2.6842
30/6/17,20:37:56:40324985,viktor,0,1,2.0021,-0.7006,-0.7478,1.2865,-1.2033,-2.213
30/6/17,20:37:56:240450024,viktor,0,1,-0.2635,-0.6218,0.3366,0.0139,0.9775,3.5284
30/6/17,20:37:56:440379977,viktor,0,1,0.5529,-0.3578,-1.2587,-1.1831,3.6858,0.9333
30/6/17,20:37:56:639577984,viktor,0,1,0.3231,0.3893,-0.299,0.4339,0.159,-2.6191
30/6/17,20:37:56:839820981,viktor,0,1,1.3876,-0.5287,-0.8856,0.6688,1.5261,-2.2893
30/6/17,20:37:57:39398014,viktor,0,1,-0.2568,-0.8008,0.2373,0.3602,0.9491,3.1023
30/6/17,20:37:57:240316987,viktor,0,1,1.0688,-0.3763,-1.0355,-1.5332,3.2511,0.7239
30/6/17,20:37:57:440306007,viktor,0,1,0.3273,0.4546,-0.1506,0.425,-0.9702,-2.7668
30/6/17,20:37:57:639573991,viktor,0,1,1.2015,-0.7615,-0.695,1.6284,-0.435,-2.3967
30/6/17,20:37:57:840300023,viktor,0,1,0.1662,-1.0107,0.0738,-0.597,0.1195,3.7104
30/6/17,20:37:58:40318012,viktor,0,1,0.922,0.0346,-0.6206,-1.1917,2.7942,1.237
30/6/17,20:37:58:240410983,viktor,0,1,0.2779,0.4785,-0.2434,0.8069,-0.4311,-3.1681
30/6/17,20:37:58:440495014,viktor,0,1,0.7219,-0.6531,-0.4056,0.6531,-0.2253,-1.3722
30/6/17,20:37:58:639553010,viktor,0,1,0.7258,-0.8351,-0.3663,-0.0436,-0.0237,3.1737
30/6/17,20:37:58:840806007,viktor,0,1,0.6847,0.1393,-0.702,-1.0521,3.4745,1.2194
30/6/17,20:37:59:40380001,viktor,0,1,0.5265,0.3481,-0.3085,0.938,-0.3269,-3.5548
30/6/17,20:37:59:240320980,viktor,0,1,0.1566,-0.3532,-0.0976,1.0181,-0.1224,0.2097
30/6/17,20:37:59:441111028,viktor,0,1,1.5728,-1.3765,-1.0427,-0.0226,-0.1188,3.9742
30/6/17,20:38:12:689022004,viktor,0,1,0.415,0.761,-0.2277,-0.918,2.2555,0.758
30/6/17,20:38:12:888983011,viktor,0,1,0.978,0.265,-0.5582,-1.5677,2.6653,1.4649
30/6/17,20:38:13:89402973,viktor,0,1,0.5538,0.3049,-0.2948,0.9834,-0.509,-3.5399
30/6/17,20:38:13:289295017,viktor,0,1,0.7663,-0.5645,-0.255,1.195,-0.6737,-0.8568
30/6/17,20:38:13:488758981,viktor,0,1,0.7743,-1.0483,-0.2218,-0.173,-0.0943,3.6288
30/6/17,20:38:13:688984990,viktor,0,1,0.8928,0.5106,-0.3622,-1.5501,2.2862,1.058
30/6/17,20:38:13:889186024,viktor,0,1,0.9068,0.2199,-0.3574,0.9698,0.293,-3.3937
30/6/17,20:38:14:89170992,viktor,0,1,0.4528,-0.5705,-0.1904,1.2785,-0.7828,-1.0835
30/6/17,20:38:14:288986980,viktor,0,1,0.9263,-1.0784,-0.3053,-0.3942,0.1687,4.0571
