date,time,username,wrist,activity,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z
30/6/17,13:51:25:446923017,viktor,0,0,0.6582,-1.035,-0.1183,-0.6174,0.9292,1.6138
30/6/17,13:51:25:645981013,viktor,0,0,0.7001,-1.1561,-0.1305,0.1899,-0.0869,-0.8852
30/6/17,13:51:25:846917986,viktor,0,0,0.3547,-0.8853,-0.0107,0.3715,-0.9418,-2.7084
30/6/17,13:51:26:47057986,viktor,0,0,0.3895,-0.9959,0.0459,-0.489,0.619,0.5679
30/6/17,13:51:26:246820986,viktor,0,0,0.3238,-0.877,-0.0594,0.3748,-0.8984,2.5428
30/6/17,13:51:26:446904003,viktor,0,0,0.662,-0.7942,-0.2785,0.2064,-0.3973,1.319
30/6/17,13:51:34:779731988,viktor,0,0,0.6929,-1.1423,-0.1246,-0.295,-0.7894,-1.099
30/6/17,13:51:34:979173004,viktor,0,0,0.2491,-0.8098,-0.0453,-0.2112,-0.0623,-2.8868
30/6/17,13:51:35:179674983,viktor,0,0,0.3197,-0.8978,0.0555,-0.1366,0.1722,-0.8806
30/6/17,13:51:35:379680991,viktor,0,0,0.5569,-1.4246,-0.1935,0.3919,-1.1598,3.5336
30/6/17,13:51:35:578998982,viktor,0,0,0.3874,-0.6626,-0.1261,0.5992,0.3975,0.882
30/6/17,13:51:35:779996991,viktor,0,0,0.5634,-1.4413,-0.2124,-0.6606,0.8258,-0.2538
30/6/17,13:51:35:979737997,viktor,0,0,0.3344,-0.9437,-0.0687,-0.6882,-0.1209,-2.522
30/6/17,13:51:36:179668009,viktor,0,0,0.2797,-0.8473,0.0257,-0.2574,-0.2347,-1.8959
30/6/17,13:51:36:379674017,viktor,0,0,0.5678,-0.8802,-0.2326,0.5755,0.231,2.8897
30/6/17,13:51:36:579127013,viktor,0,0,0.5353,-0.8067,-0.1952,0.1344,1.0349,2.042
30/6/17,13:51:36:779670000,viktor,0,0,0.594,-1.0874,-0.2786,-0.1817,0.1701,-0.0454
30/6/17,13:51:36:979744970,viktor,0,0,0.6107,-1.3625,-0.0638,-0.5926,-0.6533,-1.7893
30/6/17,13:51:37:179669976,viktor,0,0,0.3213,-0.8954,0.0174,0.049,-0.2087,-2.8416
30/6/17,13:51:37:379670023,viktor,0,0,0.4545,-1.0454,0.0062,-0.0272,0.8734,2.789
30/6/17,13:51:37:579086005,viktor,0,0,0.2549,-0.8386,-0.0392,0.2216,0.6141,1.7357
30/6/17,13:51:37:779861986,viktor,0,0,0.6122,-0.9528,-0.2697,0.1331,-0.5244,0.6437
30/6/17,13:51:37:979722976,viktor,0,0,0.6089,-1.2991,-0.1467,-0.3103,-0.7567,-1.5889
30/6/17,13:51:38:179884016,viktor,0,0,0.3163,-0.8134,0.0059,-0.1059,-0.3358,-2.5507
30/6/17,13:51:38:379767000,viktor,0,0,0.4213,-1.08,-0.006,-0.3115,0.7397,1.1321
30/6/17,13:51:38:578894972,viktor,0,0,0.2652,-0.7821,-0.0957,0.4252,-0.3947,2.2478
30/6/17,13:51:38:779749989,viktor,0,0,0.5738,-1.0088,-0.2986,0.368,0.268,0.6341
30/6/17,13:51:38:979653000,viktor,0,0,0.5505,-1.2154,-0.1757,-0.6,0.4061,-1.1604
30/6/17,13:51:39:179708003,viktor,0,0,0.2887,-0.7713,0.0014,-0.3777,-0.2716,-2.4449
30/6/17,13:51:39:379805982,viktor,0,0,0.3945,-0.9849,0.0078,-0.2744,0.6706,0.2757
30/6/17,13:51:39:578935027,viktor,0,0,0.5972,-1.1432,-0.2235,0.4744,-1.1092,2.7531
30/6/17,13:51:39:779660999,viktor,0,0,0.4722,-0.772,-0.2505,0.2067,0.4913,0.7946
30/6/17,13:51:39:979758024,viktor,0,0,0.5853,-1.2346,-0.1981,-0.5655,0.1169,-0.8977
30/6/17,13:51:40:179729998,viktor,0,0,0.2757,-0.8391,-0.0072,-0.3355,-0.3098,-2.654
30/6/17,13:51:40:379813015,viktor,0,0,0.3073,-0.9275,0.0401,-0.1457,0.1557,-0.7875
30/6/17,13:51:40:578963994,viktor,0,0,0.5658,-1.1213,-0.2999,0.3816,-0.7291,3.1841
30/6/17,13:51:40:779711008,viktor,0,0,0.4005,-0.7692,-0.1453,0.6868,-0.18,1.0397
30/6/17,13:51:40:979669988,viktor,0,0,0.5844,-1.4608,-0.2223,-0.6575,0.5828,-0.4737
30/6/17,13:51:41:179695010,viktor,0,0,0.2566,-0.8068,-0.042,-0.7274,-0.0563,-2.0685
30/6/17,13:51:41:379640996,viktor,0,0,0.304,-1.0526,0.0464,-0.4294,0.2014,-1.4583
30/6/17,13:51:41:578885018,viktor,0,0,0.4465,-1.084,-0.1606,0.4681,0.3918,2.2522
30/6/17,13:51:41:779720008,viktor,0,0,0.3939,-0.6838,-0.1126,0.5759,-0.0559,1.4791
30/6/17,13:51:41:979721009,viktor,0,0,0.5429,-1.1746,-0.2511,-0.1469,0.096,0.1659
30/6/17,13:51:42:179032981,viktor,0,0,0.3388,-1.0269,-0.0469,-0.6239,0.1507,-2.2914
30/6/17,13:51:42:379993975,viktor,0,0,0.313,-0.8987,0.03,-0.139,-0.3489,-2.0221
30/6/17,13:51:42:579164981,viktor,0,0,0.4655,-0.9433,-0.1292,0.0525,0.8692,2.6627
30/6/17,13:51:42:779334008,viktor,0,0,0.3586,-0.6902,-0.1185,0.7068,0.121,1.6036
30/6/17,13:51:42:979740023,viktor,0,0,0.5211,-1.1707,-0.2329,-0.1162,0.2544,0.1954
30/6/17,13:51:43:179750025,viktor,0,0,0.2969,-1.1104,-0.0124,-0.779,-1.1317,-1.6004
30/6/17,13:51:43:379786014,viktor,0,0,0.3363,-0.836,0.0099,-0.0867,-0.3271,-2.8469
30/6/17,13:51:43:579064011,viktor,0,0,0.3964,-0.9407,0.0009,0.1145,1.2034,2.4547
30/6/17,13:51:43:779779016,viktor,0,0,0.2734,-0.7188,-0.0972,0.4533,0.7148,1.7676
30/6/17,13:51:43:979735970,viktor,0,0,0.6459,-1.0737,-0.287,0.0272,-0.3601,1.0471
30/6/17,13:51:44:179670989,viktor,0,0,0.5694,-1.2458,-0.1208,-0.4814,-0.8431,-1.8555
30/6/17,13:51:44:380482971,viktor,0,0,0.3199,-0.8176,0.0217,-0.1003,-0.4282,-2.9279
30/6/17,13:51:44:579086005,viktor,0,0,0.4304,-1.0449,0.0086,-0.2193,0.5762,1.3037
30/6/17,13:51:44:779658973,viktor,0,0,0.2451,-0.7513,-0.0711,0.4032,-0.0894,2.3071
30/6/17,13:51:44:978751003,viktor,0,0,0.619,-1.0499,-0.2608,0.213,0.0767,1.1665
30/6/17,13:51:45:179660022,viktor,0,0,0.5926,-1.2836,-0.125,-0.4594,-0.5626,-1.5641
30/6/17,13:51:45:380167007,viktor,0,0,0.3374,-0.8574,0.022,-0.0574,-0.1738,-3.1476
30/6/17,13:51:54:613249003,viktor,0,0,0.3904,-1.0966,0.0865,-0.2943,1.0793,1.1683
30/6/17,13:51:54:852572977,viktor,0,0,0.4515,-1.1358,0.0536,-0.1098,0.7647,1.6656
30/6/17,13:51:55:13251006,viktor,0,0,0.546,-1.3575,-0.1702,0.0282,-0.677,3.369
30/6/17,13:51:55:213299989,viktor,0,0,0.5125,-0.7924,-0.1582,0.5775,0.5693,1.5485
30/6/17,13:51:55:412413001,viktor,0,0,0.618,-1.0541,-0.2813,-0.3952,0.2874,-1.1419
30/6/17,13:51:55:612860977,viktor,0,0,0.3146,-0.8448,-0.2048,-0.4367,-0.2532,-3.0088
30/6/17,13:51:55:813215017,viktor,0,0,0.2907,-0.916,0.0844,-0.195,0.0612,-1.2387
30/6/17,13:51:56:13212025,viktor,0,0,0.5521,-1.1966,-0.1881,0.4755,-0.4405,3.2137
30/6/17,13:51:56:213316977,viktor,0,0,0.4494,-0.7836,-0.0926,0.2773,0.9572,1.731
30/6/17,13:51:56:412490010,viktor,0,0,0.6712,-1.4076,-0.2433,-0.3272,0.3408,-0.3338
30/6/17,13:51:56:613242983,viktor,0,0,0.3771,-0.8419,-0.0954,-0.39,-0.7119,-2.2131
30/6/17,13:51:56:813407003,viktor,0,0,0.2652,-0.8868,0.0612,-0.3929,0.2178,-1.5815
30/6/17,13:51:57:13215005,viktor,0,0,0.4664,-0.9583,-0.209,0.6097,0.0795,1.9947
30/6/17,13:51:57:213201999,viktor,0,0,0.3983,-0.6054,-0.1031,0.4364,0.2436,1.8102
30/6/17,13:51:57:412667989,viktor,0,0,0.5717,-1.1796,-0.2747,-0.2244,0.1854,0.0684
30/6/17,13:51:57:613352000,viktor,0,0,0.4888,-1.0419,-0.0523,-0.4952,-0.2235,-1.8617
30/6/17,13:51:57:813188016,viktor,0,0,0.2574,-0.8144,0.0614,-0.2815,-0.1088,-1.9101
30/6/17,13:51:58:13194024,viktor,0,0,0.4383,-1.2338,-0.0071,0.2464,0.7006,1.813
30/6/17,13:51:58:213432013,viktor,0,0,0.2924,-0.6761,-0.0946,0.6,-0.0807,1.5778
30/6/17,13:51:58:412433028,viktor,0,0,0.6276,-1.224,-0.2558,-0.1951,0.3076,1.0727
30/6/17,13:51:58:613099992,viktor,0,0,0.5259,-1.2524,-0.1105,-0.4858,-0.167,-1.8457
30/6/17,13:51:58:813184976,viktor,0,0,0.3091,-0.8166,0.0283,-0.486,-0.4276,-2.1202
30/6/17,13:51:59:13338983,viktor,0,0,0.4689,-1.3066,0.0249,-0.0127,0.7981,1.6438
30/6/17,13:51:59:213198006,viktor,0,0,0.1589,-0.6739,-0.0822,0.0035,1.6908,1.3058
30/6/17,13:51:59:412445008,viktor,0,0,0.688,-1.0351,-0.2452,0.0222,-1.0059,1.3073
30/6/17,13:51:59:613447010,viktor,0,0,0.6005,-1.4198,-0.0493,-0.3832,-0.7527,-1.1902
30/6/17,13:51:59:812976002,viktor,0,0,0.334,-0.698,-0.0091,0.3287,-0.8099,-2.8684
30/6/17,13:52:0:12589991,viktor,0,0,0.3832,-1.0722,0.0366,-0.5351,1.5721,1.5499
30/6/17,13:52:0:213325023,viktor,0,0,0.2838,-0.9062,0.0382,0.3371,-0.5764,1.6389
30/6/17,13:52:0:412436008,viktor,0,0,0.6306,-1.0355,-0.2353,0.1983,0.0396,0.8317
30/6/17,13:52:0:613312005,viktor,0,0,0.5268,-1.3036,-0.114,-0.509,-0.0389,-1.281
30/6/17,13:52:0:813238024,viktor,0,0,0.3323,-0.7253,0.0268,0.0822,-0.7226,-2.349
30/6/17,13:52:1:13520002,viktor,0,0,0.3666,-1.0244,0.0266,-0.4267,0.8955,1.0966
30/6/17,13:52:1:213178992,viktor,0,0,0.3373,-1.1735,0.0059,0.3822,-0.5113,1.6313
30/6/17,13:52:1:412422001,viktor,0,0,0.4869,-0.6978,-0.1337,0.2063,0.2438,1.0906
30/6/17,13:52:1:613179981,viktor,0,0,0.5617,-1.3276,-0.1674,-0.513,0.351,-1.0634
30/6/17,13:52:1:813167989,viktor,0,0,0.2571,-0.6437,-0.0247,-0.2874,0.1529,-2.5594
30/6/17,13:52:2:13499975,viktor,0,0,0.3857,-0.8789,-0.0129,-0.359,0.3438,0.3601
30/6/17,13:52:2:213227987,viktor,0,0,0.5174,-1.1699,-0.1549,0.4155,-0.67,2.1305
30/6/17,13:52:2:412424981,viktor,0,0,0.4649,-0.707,-0.1444,0.3172,0.2781,0.8512
30/6/17,13:52:2:613170027,viktor,0,0,0.5341,-1.3678,-0.1017,-0.2392,-0.3451,-0.8629
30/6/17,13:52:2:813582003,viktor,0,0,0.2995,-0.7166,0.0036,-0.1298,-1.0186,-2.0083
30/6/17,13:52:3:13393998,viktor,0,0,0.4187,-1.1376,-0.042,-0.4695,0.846,-0.1603
30/6/17,13:52:3:213182985,viktor,0,0,0.3443,-0.7934,-0.0906,0.5763,-0.546,2.0638
30/6/17,13:52:3:412434995,viktor,0,0,0.3963,-0.7241,-0.115,0.4406,0.4211,1.1941
30/6/17,13:52:3:613184988,viktor,0,0,0.606,-1.0123,-0.2522,-0.3953,0.2056,-0.5066
30/6/17,13:52:3:813371002,viktor,0,0,0.2739,-0.7096,-0.0315,-0.4307,0.1261,-2.4462
30/6/17,13:52:4:13176023,viktor,0,0,0.3608,-1.0997,0.0289,-0.253,0.3382,-0.5649
30/6/17,13:52:4:213173985,viktor,0,0,0.4662,-1.0653,-0.1686,0.2441,-0.4343,2.3291
30/6/17,13:52:4:412442028,viktor,0,0,0.3881,-0.6858,-0.0778,0.2584,0.6793,1.1454
30/6/17,13:52:4:613198995,viktor,0,0,0.4995,-1.2055,-0.1895,-0.3182,0.4662,0.0246
30/6/17,13:52:4:813377022,viktor,0,0,0.3262,-0.8331,-0.0828,-0.2814,0.023,-2.4213
30/6/17,13:52:5:13194024,viktor,0,0,0.3158,-0.9102,0.0412,-0.1639,-0.2908,-1.4809
30/6/17,13:52:5:213236987,viktor,0,0,0.4525,-1.0737,-0.167,0.2438,0.3059,2.3907
30/6/17,13:52:14:796362996,viktor,0,0,0.4001,-0.6247,-0.0973,0.4054,0.4231,1.3103
30/6/17,13:52:14:996354997,viktor,0,0,0.2536,-0.7218,-0.046,-0.1791,0.0691,-2.8528
30/6/17,13:52:15:196317017,viktor,0,0,0.3171,-0.9279,0.0466,-0.1915,0.6863,-0.7197
30/6/17,13:52:15:396300017,viktor,0,0,0.5144,-1.1808,-0.0947,0.1954,-0.7586,3.4564
30/6/17,13:52:15:595529973,viktor,0,0,0.6302,-1.0027,-0.2544,0.4635,0.3526,1.3424
30/6/17,13:52:15:796494007,viktor,0,0,0.5315,-1.359,-0.1005,-0.636,-0.4082,-1.425
30/6/17,13:52:15:996300995,viktor,0,0,0.3078,-0.8247,-0.0371,-0.419,0.6718,-3.4323
30/6/17,13:52:16:196298003,viktor,0,0,0.2961,-0.8109,0.0529,0.1695,0.3035,-0.61
30/6/17,13:52:16:396342992,viktor,0,0,0.6216,-1.2921,-0.183,0.3646,-0.8434,4.5253
30/6/17,13:52:16:595551013,viktor,0,0,0.4669,-0.8997,-0.1299,0.6902,1.0346,1.0067
30/6/17,13:52:16:796312987,viktor,0,0,0.5483,-1.0437,-0.2464,-0.5561,0.3751,-1.0836
30/6/17,13:52:16:996379971,viktor,0,0,0.2883,-0.7494,-0.07,-0.5835,0.2541,-2.7221
30/6/17,13:52:17:195496022,viktor,0,0,0.3103,-0.9474,0.0918,-0.3342,0.3749,-0.9615
30/6/17,13:52:17:396317005,viktor,0,0,0.5737,-1.2309,-0.1642,0.6664,-1.0689,3.06
30/6/17,13:52:17:595609009,viktor,0,0,0.3922,-0.804,-0.1033,0.4671,0.8675,1.4024
30/6/17,13:52:17:796280980,viktor,0,0,0.6183,-1.0988,-0.2312,-0.5011,-0.0069,-0.662
30/6/17,13:52:17:996311008,viktor,0,0,0.3179,-0.7208,-0.0448,-0.2314,0.0269,-2.8967
30/6/17,13:52:18:196961998,viktor,0,0,0.3401,-0.9129,0.0609,-0.4286,0.5847,-0.8477
30/6/17,13:52:18:396380007,viktor,0,0,0.5484,-1.166,-0.1173,0.3994,-0.8414,3.2145
30/6/17,13:52:18:595641970,viktor,0,0,0.4537,-0.8362,-0.2068,0.7727,0.1396,1.1252
30/6/17,13:52:18:796455025,viktor,0,0,0.5727,-1.2256,-0.2337,-0.9033,0.5141,-0.4572
30/6/17,13:52:18:996469020,viktor,0,0,0.2616,-0.7633,-0.0727,-0.5846,0.2503,-2.7332
30/6/17,13:52:19:196285009,viktor,0,0,0.3056,-0.8865,0.0855,-0.3585,0.1818,-1.3597
30/6/17,13:52:19:396273016,viktor,0,0,0.5986,-1.3343,-0.1837,0.1472,-0.481,3.5921
30/6/17,13:52:19:595547974,viktor,0,0,0.4264,-0.7467,-0.1037,0.8588,-0.0226,1.4567
30/6/17,13:52:19:796509981,viktor,0,0,0.6081,-1.4422,-0.2209,-0.6622,0.2625,-0.3923
30/6/17,13:52:19:996357023,viktor,0,0,0.3269,-0.8763,-0.117,-0.6601,0.3963,-2.8025
30/6/17,13:52:20:196325004,viktor,0,0,0.2867,-0.9105,0.0883,-0.2444,-0.238,-2.0077
30/6/17,13:52:20:396539986,viktor,0,0,0.5973,-1.1717,-0.2185,0.2394,0.4566,3.6139
30/6/17,13:52:20:595520973,viktor,0,0,0.4086,-0.7668,-0.0785,0.6984,0.2264,1.465
30/6/17,13:52:20:796514987,viktor,0,0,0.5778,-1.2404,-0.2415,-0.2482,0.3329,-0.0082
30/6/17,13:52:20:997188985,viktor,0,0,0.3584,-0.9358,-0.0663,-0.8162,0.1683,-2.2499
30/6/17,13:52:21:196277022,viktor,0,0,0.3073,-0.9256,0.0756,-0.1117,-0.1397,-2.0681
30/6/17,13:52:21:396292984,viktor,0,0,0.5509,-0.9719,-0.2229,0.3479,0.5021,2.8032
30/6/17,13:52:21:595529019,viktor,0,0,0.2878,-0.7348,-0.099,0.5608,0.2959,1.3805
30/6/17,13:52:21:796334028,viktor,0,0,0.6972,-1.0896,-0.2856,-0.0637,-1.1547,0.518
30/6/17,13:52:21:996345996,viktor,0,0,0.4141,-1.1618,-0.0169,-0.8328,0.6143,-2.2212
30/6/17,13:52:22:196325004,viktor,0,0,0.29,-0.8034,0.0464,0.063,-0.7305,-2.4112
30/6/17,13:52:22:396526992,viktor,0,0,0.5698,-0.998,-0.1377,-0.0621,0.8144,3.0975
30/6/17,13:52:22:595708012,viktor,0,0,0.3225,-0.6746,-0.1022,0.8993,-0.3752,1.4425
30/6/17,13:52:22:796284019,viktor,0,0,0.606,-1.0898,-0.299,-0.0136,0.1052,0.4499
30/6/17,13:52:22:996284008,viktor,0,0,0.6016,-1.2367,-0.074,-0.7873,-0.2988,-1.7221
30/6/17,13:52:23:196357011,viktor,0,0,0.3298,-0.7938,0.0464,-0.1973,0.1652,-2.6224
30/6/17,13:52:23:396531999,viktor,0,0,0.5016,-1.1101,0.059,-0.1059,0.585,2.1587
30/6/17,13:52:23:595534980,viktor,0,0,0.3104,-0.7856,-0.0498,0.412,0.3379,1.6784
30/6/17,13:52:23:796398997,viktor,0,0,0.6541,-0.9303,-0.231,0.0879,-0.6524,0.8965
30/6/17,13:52:23:996330022,viktor,0,0,0.5684,-1.2506,-0.1003,-0.5448,-0.4106,-1.6335
30/6/17,13:52:24:196353018,viktor,0,0,0.3284,-0.7616,0.0295,-0.1484,-0.3465,-2.6245
30/6/17,13:52:24:396485984,viktor,0,0,0.4109,-0.9884,0.0728,-0.3152,0.8415,1.7632
30/6/17,13:52:24:595525979,viktor,0,0,0.3466,-1.0184,0.0288,0.4789,-0.6232,1.8187
30/6/17,13:52:24:796517014,viktor,0,0,0.6113,-0.8124,-0.2345,0.212,0.3684,1.0388
30/6/17,13:52:24:996313989,viktor,0,0,0.5513,-1.1746,-0.1753,-0.6633,-0.5685,-1.2377
30/6/17,13:52:25:196362018,viktor,0,0,0.3668,-0.7101,0.0232,-0.1469,0.2517,-2.8709
30/6/17,13:52:25:396329998,viktor,0,0,0.4173,-1.0021,0.0348,-0.2592,0.3906,0.4778
30/6/17,13:52:33:878826975,viktor,0,0,0.3314,-1.0075,-0.0322,0.5693,-1.0897,2.5327
30/6/17,13:52:34:78832983,viktor,0,0,0.6653,-1.137,-0.2516,-0.1598,0.1744,0.1806
30/6/17,13:52:34:279021978,viktor,0,0,0.4899,-1.2086,0.0166,-0.6633,-0.6494,-1.7022
30/6/17,13:52:34:478815972,viktor,0,0,0.3092,-0.8176,0.0746,-0.11,-0.383,-2.6218
30/6/17,13:52:34:678054988,viktor,0,0,0.4789,-1.1091,0.0271,0.0348,0.5126,2.3429
30/6/17,13:52:34:877961993,viktor,0,0,0.3949,-0.7153,-0.0843,0.5852,-0.5093,2.3504
30/6/17,13:52:35:78867018,viktor,0,0,0.6788,-1.1107,-0.2374,-0.1203,-0.1473,0.6485
30/6/17,13:52:35:279030025,viktor,0,0,0.4995,-1.1311,-0.0235,-0.3738,-0.0901,-2.1077
30/6/17,13:52:35:478883981,viktor,0,0,0.277,-0.8528,0.0961,-0.225,-0.0603,-2.3144
30/6/17,13:52:35:677902996,viktor,0,0,0.4535,-0.9252,-0.037,0.1067,0.2942,1.9403
30/6/17,13:52:35:879050016,viktor,0,0,0.3601,-0.6574,-0.1068,0.5694,-0.0769,1.9158
30/6/17,13:52:36:79203009,viktor,0,0,0.5497,-1.1401,-0.2169,-0.1072,0.0901,0.4734
30/6/17,13:52:36:279181003,viktor,0,0,0.5429,-1.1964,-0.0033,-0.5632,-1.0052,-1.2434
30/6/17,13:52:36:478987991,viktor,0,0,0.3093,-0.7992,0.1109,-0.2708,-0.3486,-2.3478
30/6/17,13:52:36:677986979,viktor,0,0,0.4548,-1.1535,0.0334,-0.0542,0.7975,1.5899
30/6/17,13:52:36:878771007,viktor,0,0,0.3093,-0.7663,-0.0519,0.5062,-0.0695,1.9724
30/6/17,13:52:37:78835010,viktor,0,0,0.5912,-1.0083,-0.2088,0.1226,0.1496,1.0044
30/6/17,13:52:37:278909027,viktor,0,0,0.6071,-1.3447,-0.0805,-0.6091,-0.618,-1.1954
30/6/17,13:52:37:478771984,viktor,0,0,0.3548,-0.7767,0.0122,0.001,-0.3999,-2.829
30/6/17,13:52:37:677888989,viktor,0,0,0.4499,-1.0593,0.0144,-0.4018,0.4666,0.7395
30/6/17,13:52:37:877925992,viktor,0,0,0.357,-0.8565,-0.0883,0.8757,-0.6845,2.1371
30/6/17,13:52:38:78777015,viktor,0,0,0.627,-1.0177,-0.3135,0.5513,0.4483,0.9964
30/6/17,13:52:38:278809010,viktor,0,0,0.4911,-1.3223,-0.1204,-0.8533,0.9016,-1.6547
30/6/17,13:52:38:478897988,viktor,0,0,0.308,-0.7352,-0.0315,-0.1625,-0.1706,-2.5231
30/6/17,13:52:38:678005993,viktor,0,0,0.3176,-0.8246,0.0728,-0.2595,0.5594,-0.0093
30/6/17,13:52:38:878850996,viktor,0,0,0.526,-1.3098,-0.1753,0.3309,-0.9608,2.7291
30/6/17,13:52:39:78851997,viktor,0,0,0.535,-0.7031,-0.1778,0.1304,0.3319,1.1237
30/6/17,13:52:39:278783023,viktor,0,0,0.5934,-1.4911,-0.1219,-0.6453,0.8851,-1.1157
30/6/17,13:52:39:479157984,viktor,0,0,0.3804,-0.8353,-0.0049,0.087,-0.8111,-2.2458
30/6/17,13:52:39:678098022,viktor,0,0,0.3101,-0.8957,0.0087,-0.0417,-0.1267,-0.8014
